id,question,answer,explanation,unit
45,중합도는 중합체의 분자량을 반복 단위체의 분자량으로 나누어 생각할 수 있다.,O,[폴리머 재료의 기초 3P] 서술은 맞다. 중합도는 중합체의 분자량을 반복 단위체의 분자량으로 나누어 생각할 수 있다. 특히 분자량와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다. 수치형 문항은 단위와 기준값이 함께 바뀌는 경우가 많으므로 숫자만 따로 외우면 위험하다.,폴리머 재료의 기초
46,중합도가 증가하면 일반적으로 강도가 감소한다.,X,[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '중합도와 강도 방향'이다. 올바르게는 중합도가 증가하면 일반적으로 강도가 증가한다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다.,폴리머 재료의 기초
47,중합도가 증가하면 일반적으로 용해도는 감소한다.,O,[폴리머 재료의 기초 3P] 서술은 맞다. 중합도가 증가하면 일반적으로 용해도는 감소한다. 특히 강도와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다. 증가·감소 방향이 바뀌면 같은 용어가 들어가도 전혀 다른 서술이 된다.,폴리머 재료의 기초
48,중합도가 증가하면 연화온도는 감소하는 경향을 보인다.,X,[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '중합도와 연화온도 방향'이다. 올바르게는 중합도가 증가하면 연화온도도 증가하는 경향을 보인다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다.,폴리머 재료의 기초
49,"가교결합이 증가하면 분자량, 강도, 연화온도가 증가한다.",O,"[폴리머 재료의 기초 3P] 서술은 맞다. 가교결합이 증가하면 분자량, 강도, 연화온도가 증가한다. 특히 중합도와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다. 증가·감소 방향이 바뀌면 같은 용어가 들어가도 전혀 다른 서술이 된다.",폴리머 재료의 기초
50,가교결합이 증가하면 용해도는 증가한다.,X,[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '가교와 용해도 방향'이다. 올바르게는 가교결합이 증가하면 용해도는 감소한다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다.,폴리머 재료의 기초
51,단량체가 복잡한 side chain을 가지면 연화온도는 낮아진다.,O,[폴리머 재료의 기초 3P] 서술은 맞다. 단량체가 복잡한 side chain을 가지면 연화온도는 낮아진다. 특히 가교·중합도와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 중합도와 가교결합은 대체로 강도와 연화온도를 높이고 용해도를 낮추는 방향으로 작용한다. 반대로 복잡한 side chain은 사슬 운동을 쉽게 만들어 연화온도를 낮추는 쪽으로 이해해야 한다. 증가·감소 방향이 바뀌면 같은 용어가 들어가도 전혀 다른 서술이 된다.,폴리머 재료의 기초
52,축중합은 조성 변화 없이 진행되어 반응부산물을 만들지 않는다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '축중합과 부산물'이다. 올바르게는 축중합에서는 작은 입자가 반복적으로 제거되어 반응부산물이 생긴다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다.",폴리머 재료의 기초
53,축중합에서는 기능기가 중합체 사슬에 반복적으로 포함된다.,O,"[폴리머 재료의 기초 3P] 서술은 맞다. 축중합에서는 기능기가 중합체 사슬에 반복적으로 포함된다. 특히 부가중합와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다. 용어 자체를 묻는 문제처럼 보여도, 실제로는 정의에 들어가는 구성 요소를 하나라도 바꾸면 바로 오답이 된다.",폴리머 재료의 기초
54,축중합은 부가중합보다 항상 폭발적으로 빠르게 진행된다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '축중합 반응 속도'이다. 올바르게는 축중합은 비교적 느린 반응이다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다.",폴리머 재료의 기초
55,축중합은 사슬이 성장할수록 유동성이 감소해 거대분자가 되기 전에 멈추기 쉽다.,O,"[폴리머 재료의 기초 3P] 서술은 맞다. 축중합은 사슬이 성장할수록 유동성이 감소해 거대분자가 되기 전에 멈추기 쉽다. 특히 부가중합와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다. 결과만 외우기보다 그 결과가 생기는 구조적 이유를 함께 보면 X문항의 방향 전환을 잡기 쉽다.",폴리머 재료의 기초
56,축중합은 현재 치과용 레진의 대부분을 차지하는 가장 널리 쓰이는 방식이다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '축중합의 치과 사용 빈도'이다. 올바르게는 축중합은 치과용으로 널리 사용되는 방식은 아니다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다.",폴리머 재료의 기초
57,"폴리설파이드 고무인상재, 축중합형 실리콘 고무인상재, polyurethane은 축중합 예에 포함된다.",O,"[폴리머 재료의 기초 3P] 서술은 맞다. 폴리설파이드 고무인상재, 축중합형 실리콘 고무인상재, polyurethane은 축중합 예에 포함된다. 특히 부가중합 예와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다. 성분명은 비슷해 보여도 개시제, 활성제, 반응기처럼 역할이 다르면 정답이 달라진다.",폴리머 재료의 기초
58,부가중합은 치과용으로 거의 사용되지 않는 예외적 방식이다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '부가중합 사용 빈도'이다. 올바르게는 부가중합은 현재 치과에서 널리 사용되는 중합 방식이다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다.",폴리머 재료의 기초
59,부가중합은 중합 중 조성 변화가 없어 반응부산물이 없다.,O,"[폴리머 재료의 기초 3P] 서술은 맞다. 부가중합은 중합 중 조성 변화가 없어 반응부산물이 없다. 특히 축중합와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다. 비슷한 재료명이나 반응명을 바꿔 넣는 함정이 잘 생기므로, 비교 기준을 먼저 잡아야 한다.",폴리머 재료의 기초
60,부가중합은 거대분자 형성이 거의 일어나지 않아 항상 조절이 쉽다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '부가중합 반응 조절성'이다. 올바르게는 부가중합은 거대분자가 쉽게 형성되어 반응 조절이 어려울 수 있다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다.",폴리머 재료의 기초
61,자유라디칼 중합이 일어나려면 불포화군이 필요하다.,O,"[폴리머 재료의 기초 3P] 서술은 맞다. 자유라디칼 중합이 일어나려면 불포화군이 필요하다. 특히 개환중합와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 축중합과 부가중합은 부산물 생성 여부와 반응 조절성에서 구분된다. 축중합은 작은 입자가 빠져나가며 느리게 진행되고, 부가중합은 부산물 없이 거대분자를 쉽게 만든다. 반응기전은 어떤 결합이 끊어지고 어떤 활성점이 생기는지를 중심으로 보면 문장이 정리된다.",폴리머 재료의 기초
62,에틸렌은 자유라디칼 중합과 무관한 대표적인 가교제이다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '에틸렌의 위치'이다. 올바르게는 에틸렌은 자유라디칼 중합에서 가장 간단한 단량체로 제시된다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 자유라디칼 중합은 불포화군이 필요하고, 개환중합은 고리가 열리는 방식으로 진행된다. 두 방식 모두 부가중합 계열에 포함될 수 있지만 출발 구조가 다르다.",폴리머 재료의 기초
63,대부분의 치과용 레진은 자유라디칼 중합과 관련된다.,O,"[폴리머 재료의 기초 3P] 서술은 맞다. 대부분의 치과용 레진은 자유라디칼 중합과 관련된다. 특히 개환중합와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 자유라디칼 중합은 불포화군이 필요하고, 개환중합은 고리가 열리는 방식으로 진행된다. 두 방식 모두 부가중합 계열에 포함될 수 있지만 출발 구조가 다르다. 사용 가능 여부는 성질 하나만이 아니라 취급성, 안정성, 구강 내 조건까지 함께 반영된다.",폴리머 재료의 기초
64,개환중합은 작은 부산물을 반복적으로 제거하는 축중합의 한 형태이다.,X,"[폴리머 재료의 기초 3P] 서술은 틀렸다. 틀린 지점은 '개환중합의 기전'이다. 올바르게는 개환중합은 고리가 열리면서 부가중합을 반복해 중합체를 형성하는 방식이다. 이 문항은 방향성·대상 혼동을 이용해 정답 방향을 바꾼 경우이다. 자유라디칼 중합은 불포화군이 필요하고, 개환중합은 고리가 열리는 방식으로 진행된다. 두 방식 모두 부가중합 계열에 포함될 수 있지만 출발 구조가 다르다.",폴리머 재료의 기초
65,활성화 단계는 자유라디칼을 생성하는 과정이다.,O,"[폴리머 재료의 기초 3P] 서술은 맞다. 활성화 단계는 자유라디칼을 생성하는 과정이다. 특히 정지 단계와 혼동하면 적용 대상이나 방향성이 바뀔 수 있다. 자유라디칼 중합은 불포화군이 필요하고, 개환중합은 고리가 열리는 방식으로 진행된다. 두 방식 모두 부가중합 계열에 포함될 수 있지만 출발 구조가 다르다. 단계 문항은 이름보다 각 단계에서 실제로 일어나는 일을 연결해야 한다.",폴리머 재료의 기초
